ticker,revised_ticker,name,primary_exchange,type,active,chartability
SFIX,SFIX,"Stitch Fix, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
EOLS,EOLS,"Evolus, Inc. Common Stock",XNAS,CS,True,likely_chartable
GTHX^24,GTHX,"G1 Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
AKCA^20,AKCA,"Akcea Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
NTRA,NTRA,"Natera, Inc. Common Stock",XNAS,CS,True,likely_chartable
FNKO,FNKO,"Funko, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
TELL^24,TELL,Tellurian Inc.,XASE,CS,False,likely_chartable
CGC,CGC,Canopy Growth Corporation Common Shares,XNAS,CS,True,likely_chartable
CRON,CRON,Cronos Group Inc. Common Share,XNAS,CS,True,likely_chartable
IGC,IGC,"IGC Pharma, Inc.",XASE,CS,True,likely_chartable
PRQR,PRQR,ProQR Therapeutics N.V. Ordinary Shares,XNAS,CS,True,likely_chartable
GLMD,GLMD,Galmed Pharmaceuticals Ltd.,XNAS,CS,False,likely_chartable
VTVT,VTVT,vTv Therapeutics Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
ALDX,ALDX,"Aldeyra Therapeutics, Inc.",XNAS,CS,True,likely_chartable
ACHC,ACHC,"Acadia Healthcare Company, Inc.",XNAS,CS,True,likely_chartable
IIN^22,IIN,IntriCon Corporation,XNAS,CS,False,likely_chartable
ALLK^25,ALLK,Allakos Inc.,XNAS,CS,False,likely_chartable
RETA^23,RETA,"Reata Pharmaceuticals, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
KLXE,KLXE,"KLX Energy Services Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
QNST,QNST,"QuinStreet, Inc.",XNAS,CS,True,likely_chartable
PETQ^24,PETQ,"PetIQ, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
NIHD^20,NIHD,"NII Holdings, Inc. Common Stock",XNAS,CS,False,likely_chartable
YGYI^23,YGYI,"Youngevity International, Inc Common Stock",XNAS,CS,False,likely_chartable
GH,GH,"Guardant Health, Inc. Common Stock",XNAS,CS,True,likely_chartable
ALLO,ALLO,"Allogene Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
CDNA,CDNA,"CareDx, Inc.",XNAS,CS,True,likely_chartable
BEAT.2^21,BEAT,"Heartbeam, Inc. Common Stock",XNAS,CS,True,likely_chartable
EXTR,EXTR,Extreme Networks,XNAS,CS,True,likely_chartable
REGI^22,REGI,"Renewable Energy Group, Inc.",XNAS,CS,False,likely_chartable
YECO,YECO,YULONG ECO MATERIALS LTD,OTC Link,CS,True,low_confidence
DPLO^20,DPLO,"DIPLOMAT PHARMACY, INC.",XNYS,CS,False,likely_chartable
FND,FND,"Floor & Decor Holdings, Inc.",XNYS,CS,True,likely_chartable
GOOS,GOOS,Canada Goose Holdings Inc.,XNYS,CS,True,likely_chartable
GHDX^19,GHDX,"Genomic Health, Inc.",XNAS,CS,False,likely_chartable
IMMU^20,IMMU,Immunomedics Inc,XNAS,CS,False,likely_chartable
AIMT^20,AIMT,"Aimmune Therapeutics, Inc.",XNAS,CS,False,likely_chartable
FOXF,FOXF,Fox Factory Holding Corp. Common Stock,XNAS,CS,True,likely_chartable
PDD,PDD,PDD Holdings Inc. American Depositary Shares,XNAS,ADRC,True,likely_chartable
SEND^19,SEND,"SendGrid, Inc.",XNYS,CS,False,likely_chartable
SOHU,SOHU,Sohu.com Limited American Depositary Shares,XNAS,CS,True,likely_chartable
IIPR,IIPR,"Innovative Industrial Properties, Inc. Common stock",XNYS,CS,True,likely_chartable
KEM.2^20,KEM,KraneShares Dynamic Emerging Markets Strategy ETF,ARCX,ETF,False,low_confidence
FATE,FATE,"Fate Therapeutics, Inc.",XNAS,CS,True,likely_chartable
CORT,CORT,Corcept Therapeutics Inc.,XNAS,CS,True,likely_chartable
MTSI,MTSI,"MACOM Technology Solutions Holdings, Inc",XNAS,CS,True,likely_chartable
AYX^24,AYX,"Alteryx, Inc.",XNYS,CS,False,likely_chartable
TTD,TTD,"The Trade Desk, Inc.",XNAS,CS,True,likely_chartable
UXIN,UXIN,Uxin Limited ADS,XNAS,ADRC,True,likely_chartable
Z,Z,"Zillow Group, Inc. Class C Capital Stock",XNAS,CS,True,likely_chartable
AMBA,AMBA,"Ambarella, Inc. Ordinary Shares",XNAS,CS,True,likely_chartable
MDB,MDB,"MongoDB, Inc. Class A",XNAS,CS,True,likely_chartable
WDAY,WDAY,"Workday, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
ANF,ANF,Abercrombie & Fitch Co.,XNYS,CS,True,likely_chartable
OKTA,OKTA,"Okta, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
MTCH.5^20,MTCH,"Match Group, Inc",XNAS,CS,True,likely_chartable
TEAM,TEAM,Atlassian Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
BECN^25,BECN,"Beacon Roofing Supply, Inc.",XNAS,CS,False,likely_chartable
ZS,ZS,"Zscaler, Inc. Common Stock",XNAS,CS,True,likely_chartable
FTDR,FTDR,"Frontdoor, Inc. Common Stock",XNAS,CS,True,likely_chartable
UPWK,UPWK,Upwork Inc. Common Stock,XNAS,CS,True,likely_chartable
AGI,AGI,Alamos Gold Inc. Class A Common Shares,XNYS,CS,True,likely_chartable
HUYA,HUYA,HUYA Inc.,XNYS,ADRC,True,likely_chartable
TROX,TROX,TRONOX LIMITED CL A ORDINARY SHARES,XNYS,CS,True,likely_chartable
GE,GE,GE Aerospace,XNYS,CS,True,likely_chartable
EVBG^24,EVBG,"Everbridge, Inc. Common Stock",XNAS,CS,False,likely_chartable
YETI,YETI,"YETI Holdings, Inc. Common Stock",XNYS,CS,True,likely_chartable
AQUA^23,AQUA,Evoqua Water Technologies Corp. Common Stock,XNYS,CS,False,likely_chartable
AXSM,AXSM,"Axsome Therapeutics, Inc",XNAS,CS,True,likely_chartable
QURE,QURE,uniQure N.V.,XNAS,CS,True,likely_chartable
APHA^21,APHA,Aphria Inc. Common Shares,XNAS,CS,False,likely_chartable
DERM.2^20,DERM,Journey Medical Corporation Common Stock,XNAS,CS,True,likely_chartable
PLAN^22,PLAN,"Anaplan, Inc.",XNYS,CS,False,likely_chartable
ADNT,ADNT,Adient plc Ordinary Shares,XNYS,CS,True,likely_chartable
STNE,STNE,StoneCo Ltd. Class A Common Shares,XNAS,CS,True,likely_chartable
YRIV,YRIV,YANGTZE RVR PORT&LOGISTIC,OTC Link,CS,True,low_confidence
DMRC,DMRC,Digimarc Corporation Common Stock,XNAS,CS,True,likely_chartable
WKHS,WKHS,"Workhorse Group, Inc",XNAS,CS,True,likely_chartable
RARX^20,RARX,"Ra Pharmaceuticals, Inc. Common Stock",XNAS,CS,False,likely_chartable
BYND,BYND,"Beyond Meat, Inc. Common Stock",XNAS,CS,True,likely_chartable
SOLO^24,SOLO,Electrameccanica Vehicles Corp. Ltd.,XNAS,CS,False,likely_chartable
CPRX^26,CPRX,Catalyst Pharmaceutical  Inc.,XNAS,CS,False,likely_chartable
KRYS,KRYS,"Krystal Biotech, Inc. Common Stock",XNAS,CS,True,likely_chartable
FSM,FSM,Fortuna Mining Corp.,XNYS,CS,True,likely_chartable
PAYS,PAYS,"Paysign, Inc. Common Stock",XNAS,CS,True,likely_chartable
NIO,NIO,"NIO Inc. American depositary shares, each representing one Class A ordinary share",XNYS,ADRC,True,likely_chartable
SWAV^24,SWAV,"Shockwave Medical, Inc. Common Stock",XNAS,CS,False,likely_chartable
MAXR^23,MAXR,Maxar Technologies Inc. Common Stock,XNYS,CS,False,likely_chartable
ENPH,ENPH,"Enphase Energy, Inc.",XNAS,CS,True,likely_chartable
ZYNE^23,ZYNE,"Zynerba Pharmaceuticals, Inc",XNAS,CS,False,likely_chartable
VFF,VFF,"Village Farms International, Inc. Common Shares",XNAS,CS,True,likely_chartable
CRWD,CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
MGI^23,MGI,"MoneyGram International, Inc. New",XNAS,CS,False,likely_chartable
PRVB^23,PRVB,"Provention Bio, Inc. Common Stock",XNAS,CS,False,likely_chartable
APPN,APPN,Appian Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
SOLY^21,SOLY,"Soliton, Inc.",XNAS,CS,False,likely_chartable
APPS,APPS,"Digital Turbine, Inc.",XNAS,CS,True,likely_chartable
ARQL^20,ARQL,Arqule Inc,XNAS,CS,False,likely_chartable
INMD,INMD,InMode Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
ADPT,ADPT,Adaptive Biotechnologies Corporation Common Stock,XNAS,CS,True,likely_chartable
FSLY,FSLY,"Fastly, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
APRN^23,APRN,"Blue Apron Holdings, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
DCPH^24,DCPH,"Deciphera Pharmaceuticals, Inc. Common Stock",XNAS,CS,False,likely_chartable
SIG,SIG,Signet Jewelers Limited,XNYS,CS,True,likely_chartable
ARDX,ARDX,"Ardelyx, Inc.",XNAS,CS,True,likely_chartable
GME,GME,GameStop Corp. Class A,XNYS,CS,True,likely_chartable
REAL,REAL,"The RealReal, Inc. Common Stock",XNAS,CS,True,likely_chartable
ACH,ACH,"Accendra Health, Inc.",XNYS,CS,True,likely_chartable
NXTC,NXTC,"NextCure, Inc. Common Stock",XNAS,CS,True,likely_chartable
BE,BE,Bloom Energy Corporation,XNYS,CS,True,likely_chartable
ASMB,ASMB,"Assembly Biosciences, Inc",XNAS,CS,True,likely_chartable
SRCI^20,SRCI,SRC Energy Inc,XASE,CS,False,likely_chartable
KOD,KOD,Kodiak Sciences Inc Common Stock,XNAS,CS,True,likely_chartable
HOME^21,HOME,At Home Group Inc.,XNYS,CS,False,likely_chartable
MIRM,MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",XNAS,CS,True,likely_chartable
MIK^21,MIK,"Michaels Stores, Inc",XNAS,CS,False,likely_chartable
SVRA,SVRA,Savara Inc.,XNAS,CS,True,likely_chartable
LMPX,LMPX,LMP AUTOMOTIVE HLDGS INC,OTC Link,CS,True,low_confidence
ACMR,ACMR,"ACM Research, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
NNVC,NNVC,NanoViricides Inc.,XASE,CS,True,likely_chartable
AGRX^24,AGRX,"Agile Therapeutics, Inc",XNAS,CS,False,likely_chartable
CNST^21,CNST,"Constellation Pharmaceuticals, Inc.",XNAS,CS,False,likely_chartable
KRTX^24,KRTX,"Karuna Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
SPCE,SPCE,"Virgin Galactic Holdings, Inc.",XNYS,CS,True,likely_chartable
ALEC,ALEC,"Alector, Inc. Common Stock",XNAS,CS,True,likely_chartable
MYOV^23,MYOV,Myovant Sciences Ltd.,XNYS,CS,False,likely_chartable
GNPX,GNPX,"Genprex, Inc. Common Stock",XNAS,CS,True,likely_chartable
UNIT,UNIT,Uniti Group Inc. Common Stock,XNAS,CS,True,likely_chartable
FTSV^20,FTSV,"Forty Seven, Inc. Common Stock",XNAS,CS,False,likely_chartable
APLT^26,APLT,"Applied Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
VIR,VIR,"Vir Biotechnology, Inc. Common Stock",XNAS,CS,True,likely_chartable
TRIL.1^21,TRIL,Defiance Trillion Dollar Club Index ETF,XNAS,ETF,False,low_confidence
CODX,CODX,"Co-Diagnostics, Inc. Common Stock",XNAS,CS,True,likely_chartable
AGTC^22,AGTC,Applied Genetic Technologies Corporation,XNAS,CS,False,likely_chartable
ZM,ZM,"Zoom Communications, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
UIS,UIS,Unisys Corporation,XNYS,CS,True,likely_chartable
TDOC,TDOC,"Teladoc Health, Inc.",XNYS,CS,True,likely_chartable
VXRT,VXRT,VAXART INC,OTC Link,CS,True,low_confidence
OPK,OPK,Opko Health Inc.,XNAS,CS,True,likely_chartable
VNET,VNET,"VNET Group, Inc. American Depositary Shares",XNAS,ADRC,True,likely_chartable
SDGR,SDGR,"Schrodinger, Inc. Common Stock",XNAS,CS,True,likely_chartable
FRO,FRO,Frontline Plc,XNYS,CS,True,likely_chartable
TWST,TWST,Twist Bioscience Corporation Common Stock,XNAS,CS,True,likely_chartable
BTAI,BTAI,"BioXcel Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
TNK,TNK,Teekay Tankers Ltd.,XNYS,CS,True,likely_chartable
SAFE,SAFE,Safehold Inc.,XNYS,CS,True,likely_chartable
BJ,BJ,"BJs Wholesale Club Holdings, Inc. Common Stock",XNYS,CS,True,likely_chartable
DHT,DHT,"DHT HOLDINGS, INC.",XNYS,CS,True,likely_chartable
QDEL,QDEL,QuidelOrtho Corporation Common Stock,XNAS,CS,True,likely_chartable
CCOI,CCOI,"Cogent Communications Holdings, Inc.",XNAS,CS,True,likely_chartable
EHTH,EHTH,"eHealth, Inc.",XNAS,CS,True,likely_chartable
INSW,INSW,"International Seaways, Inc. Common Stock",XNYS,CS,True,likely_chartable
LRN,LRN,"Stride, Inc.",XNYS,CS,True,likely_chartable
MOH,MOH,"Molina Healthcare, Inc.",XNYS,CS,True,likely_chartable
MRNA,MRNA,"Moderna, Inc. Common Stock",XNAS,CS,True,likely_chartable
NET,NET,"Cloudflare, Inc. Class A common stock, par value $0.001 per share",XNYS,CS,True,likely_chartable
BGS,BGS,"B&G Foods, Inc.",XNYS,CS,True,likely_chartable
PINC.1^25,PINC,PGIM Securitized Income ETF,BATS,ETF,True,low_confidence
CLX,CLX,Clorox Company,XNYS,CS,True,likely_chartable
SFM,SFM,"Sprouts Farmers Market, Inc.",XNAS,CS,True,likely_chartable
CPB,CPB,The Campbell's Company Common Stock,XNAS,CS,True,likely_chartable
MASI^26,MASI,Masimo Corporation,XNAS,CS,False,likely_chartable
BNTX,BNTX,BioNTech SE American Depositary Share,XNAS,ADRC,True,likely_chartable
ZTO,ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share",XNYS,ADRC,True,likely_chartable
CHWY,CHWY,"Chewy, Inc.",XNYS,CS,True,likely_chartable
CTRA^26,CTRA,Coterra Energy Inc.,XNYS,CS,False,likely_chartable
HE,HE,"Hawaiian Electric Industries, Inc.",XNYS,CS,True,likely_chartable
KALA,KALA,"KALA BIO, Inc. Common Stock",XNAS,CS,True,likely_chartable
GIS,GIS,"General Mills, Inc.",XNYS,CS,True,likely_chartable
SJM,SJM,The J.M. Smucker Company,XNYS,CS,True,likely_chartable
WDFC,WDFC,Wd-40 Co,XNAS,CS,True,likely_chartable
LMNX.1^21,LMNX,Defiance Daily Target 2x Long LMND ETF,XNAS,ETF,False,low_confidence
GNMK^21,GNMK,"GenMark Diagnostics, Inc",XNAS,CS,False,likely_chartable
INGN,INGN,Inogen Inc,XNAS,CS,True,likely_chartable
ERIE,ERIE,Erie Indemnity Co,XNAS,CS,True,likely_chartable
AYTU,AYTU,"AYTU BioPharma, Inc. Common Stock",XNAS,CS,True,likely_chartable
GO,GO,Grocery Outlet Holding Corp. Common Stock,XNAS,CS,True,likely_chartable
VCYT,VCYT,"Veracyte, Inc.",XNAS,CS,True,likely_chartable
JD,JD,"JD.com, Inc.",XNAS,ADRC,True,likely_chartable
CABO,CABO,"Cable One, Inc.",XNYS,CS,True,likely_chartable
MRVL,MRVL,"Marvell Technology, Inc. Common Stock",XNAS,CS,True,likely_chartable
QLYS,QLYS,"Qualys, Inc. Common Stock",XNAS,CS,True,likely_chartable
IOTS^20,IOTS,Adesto Technologies Corporation Common Stock,XNAS,CS,False,likely_chartable
COLD,COLD,"Americold Realty Trust, Inc.",XNYS,CS,True,likely_chartable
AVAV,AVAV,"AeroVironment, Inc.",XNAS,CS,True,likely_chartable
PLMR,PLMR,"Palomar Holdings, Inc. Common stock",XNAS,CS,True,likely_chartable
HAIN,HAIN,Hain Celestial Group Inc,XNAS,CS,True,likely_chartable
CBB^21,CBB,Cincinnati Bell Inc.,XNYS,CS,False,likely_chartable
VEEV,VEEV,Veeva Systems Inc.,XNYS,CS,True,likely_chartable
HRL,HRL,Hormel Foods Corporation,XNYS,CS,True,likely_chartable
LLY,LLY,Eli Lilly & Co.,XNYS,CS,True,likely_chartable
CORE^21,CORE,"Core Mark Holding Co., Inc.",XNAS,CS,False,likely_chartable
CAG,CAG,"Conagra Brands, Inc.",XNYS,CS,True,likely_chartable
SHEN,SHEN,Shenandoah Telecom Co,XNAS,CS,True,likely_chartable
WORK^21,WORK,"Slack Technologies, Inc.",XNYS,CS,False,likely_chartable
BAND,BAND,Bandwidth Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
AUDC,AUDC,AudioCodes Ltd,XNAS,CS,True,likely_chartable
HLI,HLI,"Houlihan Lokey, Inc.",XNYS,CS,True,likely_chartable
INSG,INSG,Inseego Corp. Common Stock,XNAS,CS,True,likely_chartable
MEET^20,MEET,"The Meet Group, Inc. Common Stock",XNAS,CS,False,likely_chartable
LVGO^20,LVGO,"Livongo Health, Inc. Common Stock",XNAS,CS,False,likely_chartable
IFRX,IFRX,InflaRx N.V. Common Stock,XNAS,CS,True,likely_chartable
DY,DY,"Dycom Industries, Inc.",XNYS,CS,True,likely_chartable
WING,WING,Wingstop Inc,XNAS,CS,True,likely_chartable
SMTC,SMTC,Semtech Corp,XNAS,CS,True,likely_chartable
DK,DK,"Delek US Holdings, Inc.",XNYS,CS,True,likely_chartable
FANG,FANG,"Diamondback Energy, Inc.",XNAS,CS,True,likely_chartable
FTNT,FTNT,"Fortinet, Inc.",XNAS,CS,True,likely_chartable
EGOV^21,EGOV,NIC Inc,XNAS,CS,False,likely_chartable
OLN,OLN,Olin Corp.,XNYS,CS,True,likely_chartable
CCJ,CCJ,Cameco Corporation,XNYS,CS,True,likely_chartable
MTDR,MTDR,MATADOR RESOURCES COMPANY,XNYS,CS,True,likely_chartable
BPMC^25,BPMC,Blueprint Medicines Corporation,XNAS,CS,False,likely_chartable
CTLT^24,CTLT,"CATALENT, INC.",XNYS,CS,False,likely_chartable
OVV,OVV,Ovintiv Inc.,XNYS,CS,True,likely_chartable
CXO^21,CXO,CONCHO RESOURCES INC.,XNYS,CS,False,likely_chartable
PTON,PTON,"Peloton Interactive, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
WPM,WPM,Wheaton Precious Metals Corp. Common Stock,XNYS,CS,True,likely_chartable
SSL,SSL,Sasol Limited,XNYS,ADRC,True,likely_chartable
HRC^21,HRC,"HILL-ROM HOLDINGS, INC.",XNYS,CS,False,likely_chartable
XEC^21,XEC,CIMAREX ENERGY CO,XNYS,CS,False,likely_chartable
EGHT,EGHT,"8x8, Inc. Common Stock",XNAS,CS,True,likely_chartable
ATSG^25,ATSG,"Air Transport Services Group, Inc.",XNAS,CS,False,likely_chartable
GLIBA.1^20,GLIBA,Liberty Capital Corporation Series A GCI Group Common Stock,XNAS,CS,True,likely_chartable
PEGA,PEGA,Pegasystems Inc,XNAS,CS,True,likely_chartable
JACK,JACK,Jack in the Box Inc.,XNAS,CS,True,likely_chartable
SBSW,SBSW,"Sibanye-Stillwater American Depositary Shares, each representing four ordinary shares",XNYS,ADRC,True,likely_chartable
KL^22,KL,Kirkland Lake Gold Ltd Ordinary,XNYS,CS,False,likely_chartable
PZZA,PZZA,Papa John's International Inc,XNAS,CS,True,likely_chartable
SAND^25,SAND,Sandstorm Gold Ltd,XNYS,CS,False,likely_chartable
AAWW^23,AAWW,"Atlas Air Worldwide Holdings, Inc.",XNAS,CS,False,likely_chartable
OSUR,OSUR,OraSure Technologies Inc,XNAS,CS,True,likely_chartable
APA,APA,APA Corporation Common Stock,XNAS,CS,True,likely_chartable
WIFI^21,WIFI,"Boingo Wireless, Inc.",XNAS,CS,False,likely_chartable
EQM^20,EQM,"EQM Midstream Partners, LP",XNYS,CS,False,likely_chartable
PLNT,PLNT,"Planet Fitness, Inc.",XNYS,CS,True,likely_chartable
CNK,CNK,"Cinemark Holdings, Inc.",XNYS,CS,True,likely_chartable
PFGC,PFGC,Performance Food Group Company,XNYS,CS,True,likely_chartable
RRGB,RRGB,Red Robin Gourmet Burgers Inc,XNAS,CS,True,likely_chartable
PING^22,PING,Ping Identity Holding Corp.,XNYS,CS,False,likely_chartable
RCUS,RCUS,"Arcus Biosciences, Inc.",XNYS,CS,True,likely_chartable
BJRI,BJRI,"BJ's Restaurants, Inc.",XNAS,CS,True,likely_chartable
CZR,CZR,"Caesars Entertainment, Inc. Common Stock",XNAS,CS,True,likely_chartable
RRR,RRR,"Red Rock Resorts, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
TVTY^22,TVTY,"Tivity Health, Inc. Common Stock",XNAS,CS,False,likely_chartable
PVG^22,PVG,PRETIUM RESOURCES INC.,XNYS,CS,False,likely_chartable
AM,AM,Antero Midstream Corporation Common Stock,XNYS,CS,True,likely_chartable
APLS^26,APLS,"Apellis Pharmaceuticals, Inc. Common Stock",XNAS,CS,False,likely_chartable
CHEF,CHEF,The Chef's Warehouse Inc,XNAS,CS,True,likely_chartable
MESO,MESO,Mesoblast Limited American Depositary Shares,XNAS,ADRC,True,likely_chartable
EFC,EFC,Ellington Financial Inc. Common Stock,XNYS,CS,True,likely_chartable
DOMO,DOMO,"Domo, Inc. Class B Common Stock",XNAS,CS,True,likely_chartable
MFA,MFA,"MFA Financial, Inc",XNYS,CS,True,likely_chartable
ARCT,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,XNAS,CS,True,likely_chartable
CEMI^23,CEMI,"Chembio diagnostics, Inc.",XNAS,CS,False,likely_chartable
EVRI^25,EVRI,Everi Holdings Inc,XNYS,CS,False,likely_chartable
SNDX,SNDX,"Syndax Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
WES,WES,"Western Midstream Partners, LP",XNYS,CS,True,likely_chartable
TRTX,TRTX,"TPG RE Finance Trust, Inc. Common Stock",XNYS,CS,True,likely_chartable
CNXM^20,CNXM,CNX Midstream Partners LP,XNYS,CS,False,likely_chartable
PTGX,PTGX,"Protagonist Therapeutics, Inc",XNAS,CS,True,likely_chartable
CWH,CWH,"Camping World Holdings, Inc.",XNYS,CS,True,likely_chartable
VIVO.1^23,VIVO,VivoPower PLC Class A Ordinary Shares,XNAS,CS,True,likely_chartable
RUTH^23,RUTH,"Ruth's Hospitality Group, Inc.",XNAS,CS,False,likely_chartable
AMC,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",XNYS,CS,True,likely_chartable
KOS,KOS,Kosmos Energy Ltd.,XNYS,CS,True,likely_chartable
BILL,BILL,"BILL Holdings, Inc.",XNYS,CS,True,likely_chartable
ACB,ACB,Aurora Cannabis Inc. Common Shares,XNAS,CS,True,likely_chartable
PTEN,PTEN,Patterson-UTI Energy Inc,XNAS,CS,True,likely_chartable
DCP^23,DCP,"DCP Midstream, LP",XNYS,CS,False,likely_chartable
NBR,NBR,Nabors Industries Ltd.,XNYS,CS,True,likely_chartable
NNDM,NNDM,Nano Dimension Ltd. American Depositary Shares,XNAS,ADRC,True,likely_chartable
DKNG,DKNG,DraftKings Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
ALT,ALT,"Altimmune, Inc. Common Stock",XNAS,CS,True,likely_chartable
FVRR,FVRR,Fiverr International Ltd.,XNYS,CS,True,likely_chartable
TRGP,TRGP,Targa Resources Corp.,XNYS,CS,True,likely_chartable
IVR,IVR,Invesco Mortgage Capital Inc.,XNYS,CS,True,likely_chartable
BORR,BORR,Borr Drilling Limited,XNYS,CS,True,likely_chartable
TTOO,TTOO,T2 BIOSYSTEMS INC,OTC Link,CS,True,low_confidence
MITT,MITT,"TPG Mortgage Investment Trust, Inc.",XNYS,CS,True,likely_chartable
UONEK,UONEK,"Urban One, Inc. Class D Common Stock",XNAS,CS,True,likely_chartable
PGEN,PGEN,"Precigen, Inc. Common Stock",XNAS,CS,True,likely_chartable
JFIN,JFIN,Jiayin Group Inc. American Depositary Shares,XNAS,ADRC,True,likely_chartable
REZI,REZI,"Resideo Technologies, Inc. Common Stock",XNYS,CS,True,likely_chartable
NIU,NIU,Niu Technologies American Depositary Shares,XNAS,ADRC,True,likely_chartable
MVIS,MVIS,Microvision Inc,XNAS,CS,True,likely_chartable
BOXL,BOXL,Boxlight Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
MRSN^26,MRSN,"Mersana Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
EQ,EQ,"Equillium, Inc. Common Stock",XNAS,CS,True,likely_chartable
ABUS,ABUS,Arbutus Biopharma Corporation Common Stock,XNAS,CS,True,likely_chartable
UAVS,UAVS,"AgEagle Aerial Systems, Inc.",XASE,CS,True,likely_chartable
JMIA,JMIA,Jumia Technologies AG,XNYS,ADRC,True,likely_chartable
MIST,MIST,Milestone Pharmaceuticals Inc. Common Shares,XNAS,CS,True,likely_chartable
CLSK,CLSK,CLEANSPARK INC,XNAS,CS,True,likely_chartable
QEP^21,QEP,"QEP RESOURCES, INC.",XNYS,CS,False,likely_chartable
PBI,PBI,Pitney Bowes Inc.,XNYS,CS,True,likely_chartable
MARA,MARA,"MARA Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
TGI^25,TGI,"Triumph Group, Inc.",XNYS,CS,False,likely_chartable
MCRB,MCRB,"Seres Therapeutics, Inc.",XNAS,CS,True,likely_chartable
ALPN^24,ALPN,"Alpine Immune Sciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
GRWG,GRWG,GROW GENERATION CORP,XNAS,CS,True,likely_chartable
FLGT,FLGT,"Fulgent Genetics, Inc. Common Stock",XNAS,CS,True,likely_chartable
VIVO,VIVO,VivoPower PLC Class A Ordinary Shares,XNAS,CS,True,likely_chartable
CYRX,CYRX,"CryoPort, Inc. Common Stock",XNAS,CS,True,likely_chartable
BEKE,BEKE,KE Holdings Inc. American Depositary Shares (each representing three Class A Ordinary Shares),XNYS,ADRC,True,likely_chartable
WVE,WVE,Wave Life Sciences Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
EBON,EBON,Ebang International Holdings Inc. Class A Ordinary Shares,XNAS,CS,True,likely_chartable
CRDF,CRDF,"Cardiff Oncology, Inc. Common Stock",XNAS,CS,True,likely_chartable
CBAT,CBAT,CBAK Energy Technology Limited Ordinary Shares,XNAS,CS,True,likely_chartable
NFE,NFE,New Fortress Energy Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
BGFV^25,BGFV,Big 5 Sporting Goods Corp,XNAS,CS,False,likely_chartable
ENLV,ENLV,Enlivex Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
KXIN,KXIN,Kaixin Holdings Ordinary Shares,XNAS,CS,True,likely_chartable
XPEV,XPEV,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",XNYS,ADRC,True,likely_chartable
SRRK,SRRK,Scholar Rock Holding Corporation Common Stock,XNAS,CS,True,likely_chartable
REPL,REPL,"Replimune Group, Inc.",XNAS,CS,True,likely_chartable
JNCE^23,JNCE,"Jounce Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
ALBO^23,ALBO,"Albireo Pharma, Inc. Common Stock",XNAS,CS,False,likely_chartable
LI,LI,Li Auto Inc. American Depositary Shares,XNAS,ADRC,True,likely_chartable
APVO,APVO,Aptevo Therapeutics Inc,XNAS,CS,True,likely_chartable
PLTR,PLTR,Palantir Technologies Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
FTEK,FTEK,"Fuel Tech, Inc.",XNAS,CS,True,likely_chartable
CAAS,CAAS,"China Automotive Systems, Inc. Ordinary Share",XNAS,CS,True,likely_chartable
GP,GP,GreenPower Motor Company Inc. Common Shares,XNAS,CS,True,likely_chartable
